prompt,answer
"Question: Normal waist hip ratio of a female is below

A) 0.7
B) 0.8
C) 0.9
D) 1

Choose the best option.",B
"Question: The most common cause of renal scaring in a 3 year old child is -

A) Trauma
B) Tuberculosis
C) Vesicoureteral reflux induced pyelonephritis
D) Interstitial nephritis

Choose the best option.",C
"Question: A 6hours old snake bite patient comes to emergency with mild local edema at the injury site. On examination no abnormalities detected and lab repos are normal. Most appropriate management is

A) Incision and suction
B) Wait and watch
C) Local subcutaneous antisnake venom
D) Intravenous antisnake venom

Choose the best option.",B
"Question: Which of the following agents is most commonly associated with recurrent meningitis due to CSF leaks?

A) Meningococci
B) Pneumococci
C) Hemophilus Influenza
D) E. Coli

Choose the best option.",B
"Question: Treatment of choice in traumatic facial nerve injury is:

A) Facial sling
B) Facial nerve repair
C) Conservative management
D) Systemic corticosteroids

Choose the best option.",B
"Question: What is the best method of informing the rural population about Oral rehydration technique: March 2013 (d, f)

A) Chalk and talk/Lecture
B) Demonstrations
C) Role play
D) Flash cards

Choose the best option.",B
"Question: Lymph vessel which drain the posterior 1/3 rd of the tongue:

A) Basal vessel.
B) Marginal vessel.
C) Central vessel.
D) Lateral vessel.

Choose the best option.",A
"Question: Anterolateral ahroscopy of knee is for:

A) To see patellofemoral aiculation
B) To see the posterior cruciate ligament
C) To see the anterior poion of lateral meniscus
D) To see the periphery of the posterior horn of medial meniscus

Choose the best option.",A
"Question: 25 year old patient Suspected to have a pneumoperitoneum. Patient is unable to stand. Best x-ray view is

A) Left lateral decubitus view
B) Right lateral decubitus view
C) Supine
D) Prone

Choose the best option.",A
"Question: What is the most probable poal of entry of Aspergillus?

A) Puncture wound
B) Blood
C) Lungs
D) Gastrointestinal tract

Choose the best option.",C
"Question: If solid line represent the rigid height, then the following diagram with excessive inter arch space is classified in?

A) Class - 1
B) Class - 2
C) Class - 3
D) Class - 4

Choose the best option.",B
"Question: Pearsonian measure of skewness -

A) Mode - Mean/ SD
B) Mean - Mode/ SD
C) SD/Mode - mean
D) Mean - Mode/ SD

Choose the best option.",B
"Question: During Sx for meningioma, the left paracentral lobule was injured. It would lead to paresis of

A) Rt. Leg and perineus
B) Left face
C) Right face
D) Right shoulder & trunk

Choose the best option.",A
"Question: Which of the following bacterial meningitis is associated with sudural effusion?

A) H. influenza
B) Neisseria meningitits
C) Streptococcus pneumonia
D) Enterococcus

Choose the best option.",A
"Question: Glucose sympo occurs with:

A) Na+
B) Ca++
C) K+
D) Cl-

Choose the best option.",A
"Question: Of the various modalities used in the treatment of re-threatening effects of hyperkalemia which one of the following as the most rapid onset of action ?

A) Hemodialysis
B) Sodium bicarbonate infusion
C) Insulin and glucose infusion
D) Intravenous calcium gluconate

Choose the best option.",A
"Question: In chronic alcoholism the rate limiting component for alcohol metabolism excluding enzymes is/are : (PGI Dec 2008)

A) NADP
B) NAD+
C) NADPH
D) FADH

Choose the best option.",B
"Question: Minimum level of iodine iodized salt reaching the consumer level according to iodine programme should be:-

A) 5 ppm
B) 30 ppm
C) 15 ppm
D) 20 ppm

Choose the best option.",C
"Question: Pre-exposure prophylaxis for rabies is given on days

A) 0, 3, 7, 14, 28, 90
B) 0, 3, 7, 28, 90
C) 0, 3
D) 0, 7, 28

Choose the best option.",D
"Question: Best indicator of antemoum drowning is :

A) Froth in mouth and nostrils
B) Cutis anserina
C) Washerman's hand
D) Water in nose

Choose the best option.",A
"Question: Splenomegaly may be a feature of: March 2013

A) Megaloblastic anemia
B) Sickle cell anemia
C) Thalassemia
D) G6PD deficiency

Choose the best option.",B
"Question: According to recent SC judgment, doctor can be charged for medical negligence under 304-A, only if: AIIMS 12

A) He is from corporate hospital
B) Negligence is from inadveent error
C) Simple negligence
D) Gross negligence

Choose the best option.",D
"Question: Which of the following is very difficult to induce antibody -

A) Polysaccharide
B) Protein
C) Antigen
D) Effector

Choose the best option.",A
"Question: S2 is best appreciated in -

A) 3rd left intercostal space
B) 2nd right intercostal space
C) 4th left intercostal space
D) 5th left intercostal space

Choose the best option.",A
"Question: Position of limb in posterior dislocation of hip -

A) Flexion, abduction & external rotation
B) Flexion, adduction & internal rotation
C) Flexion, adduction & external rotation
D) Flexion, abduction & internal rotation

Choose the best option.",B
"Question: Drug causing malignant hyperthermia:(Asked twice in the exam)

A) Cisatracurium
B) Suxamethonium
C) Propofol
D) Thiopentone

Choose the best option.",B
"Question: Household insectiside used for malaria-

A) Malathion
B) Pyrethrum
C) Paris green
D) Permethrin

Choose the best option.",A
"Question: Which of the following is the best procedure done for intrapaum fetal monitoring:

A) Fetal echocardiography
B) Fetal scalp pH
C) Continuous electrical fetal hea monitoring
D) Physical examination

Choose the best option.",C
"Question: Which of the following is measured by the device, Bellow's spirometer?

A) TLC
B) RV
C) Closing volume
D) ERV

Choose the best option.",D
"Question: Which of the following is a newly emerging food poisoning organism

A) Salmonella typhimurium
B) Enterococcus
C) Diphtheria
D) Pseudomonas

Choose the best option.",A
"Question: Atherosclerosis initiation by fibroblast plaque is mediated by injury to ?

A) Smooth muscle
B) Media
C) Adventitia
D) Endothelium

Choose the best option.",D
"Question: The WBC that is considered “second line of defence” is:

A) Neutrophil
B) Eosinophil
C) Basophil
D) Monocyte

Choose the best option.",D
"Question: Determination of Pulp vitality by pulse oximeter based on:

A) Beer's law.
B) Pascal's law.
C) Doppler law.
D) Poisslues law.

Choose the best option.",A
"Question: An Isograft indicates transfer of tissues between -

A) Unrelated donors
B) Related donors
C) Monozygotic twins
D) From the same individual

Choose the best option.",C
"Question: Hypersecretory glaucoma is seen in –

A) Epidemic dropsy
B) Marfan's syndrome
C) Hypertension
D) Diabetes

Choose the best option.",A
"Question: A 14-year-old girl presents with quadriparesis, facial palsy, winging of scapula and ptosis. There is h/o similar illness in father and brother but less severe. Her CPK level is also raised (500IU/L). She is probably suffering from?

A) Emery-Dreifuss muscular dystrophy
B) Becker muscular dystrophy
C) Limb-girdle dystrophy
D) Scapulofaciohumeral dystrophy

Choose the best option.",D
"Question: Which of the following muscle is not a hybrid muscle

A) Pectoralis major
B) Extensor digitorum
C) Flexor digitorum profundus
D) Brachialis

Choose the best option.",B
"Question: One standard detion in normal standard curev includes value-

A) 50%
B) 68%
C) 95%
D) 100%

Choose the best option.",B
"Question: Foam cells are seen in infection with which virus ?

A) Measles
B) EBV
C) Molluscum contagiosum
D) RSV

Choose the best option.",B
"Question: During extraction of the upper first molar, the mesio buccal root is missing and is suspected to have been pushed into the maxillary sinus.
The best position for the patient immediately after the incident is

A) To position the patient upright
B) To position the patients in a semi inclined posture to visualize the perforation
C) Trendelenberg position
D) Reverse trendelenberg position

Choose the best option.",A
"Question: Rescue P.C.I is done for which of the following?

A) Persistent chest pain with ST elevation > 60 min after thrombolysis
B) Persistent chest pain with ST elevation > 30 min after thrombolysis
C) Persistent Chest pain with ST elevation >90 min after thrombolysis
D) Pain with ST elevation for >120minutes after thrombolysis

Choose the best option.",C
"Question: Fever associated with infection

A) Accelerates bacterial and viral replication
B) Left shifts the oxygen dissociation curve
C) Is due to interleukin-1 released from CD4 T-helper cells
D) Increase oxygen release to tissue

Choose the best option.",D
"Question: Last organ to putrefy in females is?

A) Liver
B) Uterus
C) Brain
D) Breast

Choose the best option.",B
"Question: Hamartomatous lung tissue is?

A) Hypoplasia of lung
B) Congenital cyst
C) Lobar sequestration
D) Congenital cystic adenomatoid malformation

Choose the best option.",D
"Question: Test for diagnosis of pyogenic meningitis is?

A) Widal
B) CSF PCR
C) CSF examination
D) PET scan

Choose the best option.",C
"Question: In caloric test, cold water stimulation causes movement of eye -

A) Some side
B) Opposite side
C) Up
D) Do\vn

Choose the best option.",B
"Question: A 12-year-old girl presents to the casualty with symptoms of fever, shoness of breath, and cough. A chest X-ray reveals complete consolidation of the lower lobe of the left lung. Cultures of the lower lobe of the left lung would most likely reveal which organism?

A) Streptococcus pneumoniae
B) Staphylococcus aureus
C) Klebsiella pneumoniae
D) Pseudomonas aeruginosa

Choose the best option.",A
"Question: IgA deposits on skin biopsy

A) Henoch Schouleiln puspura
B) Giant cell aeritis
C) Microscopic polyangitis
D) Wegener's granulomatosis

Choose the best option.",A
"Question: A Dentin 'Primer'?

A) Etches the dentin
B) It increases the surface energy & wets the dentin surface
C) Removes the smear layer
D) Conditions the dentin

Choose the best option.",B
"Question: Which of the following hormonal activity is expected immediately prior to Ovulation?

A) LH surge
B) FSH surge
C) Progestrone surge
D) Estrogen surge

Choose the best option.",A
"Question: Following are fibrous joints :

A) Pubic symphysis
B) Fronto parietal suture
C) Manubrio sternal joint
D) Inf. radio ulnar joint

Choose the best option.",B
"Question: For exhumation the order should be passed by -

A) Chief judicial magistrate
B) Executive magistrate
C) Police officer
D) Session judge

Choose the best option.",B
"Question: The radiograph of a 32 year old patient is shown below. The patient is asymptomatic and the lesion revealed in the radiograph is an accidental finding. The most likely diagnosis is:

A) Stafne’s bone cavity
B) Radicular Cyst
C) Dentigerous cyst
D) Lateral periodontal cyst

Choose the best option.",A
"Question: Magistrate inquest not needed in: JIPMER 14

A) Homicide
B) Exhumation
C) Police custody death
D) Dowry death

Choose the best option.",A
"Question: Which of the following disease with bird, ahropod and human chain

A) Malaria
B) Japanese encephalitis
C) Paragonimus
D) Plague

Choose the best option.",B
"Question: Potter syndrome is not assoiated with

A) Bilateral renal agenesis
B) Bilateral multicystic kidney disease
C) oligohydromnios
D) Polyhydromnios

Choose the best option.",A
"Question: Increase in pauwel's angle indicate

A) Good prognosis
B) Impaction
C) More chances of displacement
D) Trabecular alignment displacement

Choose the best option.",C
"Question: A 28 year old female teacher is found to have a prolonged bleeding time and normal platelet count. She had a bleeding of ""easy bleeding"" with frequent bleeding of the gums, epistaxis, cutaneous bleeding and menorrhagia, further testing revealed a deficiency of Von willebrand factor. Which of the following thrombogenic processes involving platelets is most directly impaired?

A) Adhesion
B) Aggregation
C) Formation of fibrinogen bridges
D) Conformational change with activation of phospholipid surface

Choose the best option.",A
"Question: Ifa Panchayat is dissolved, elections are to be held within?

A) 1 month
B) 3 months
C) 6 months
D) 1 year

Choose the best option.",C
"Question: Which of the following is the main enzyme responsible for activation of xenobiotics?

A) Cytochrome P-450
B) Glucuronyl transferase
C) Glutathione S-transferase
D) NADPH cytochrome P-450-reductase

Choose the best option.",A
"Question: In Familial hypercholesterolemia there is deficiency of

A) LDL receptor
B) Apoprotein A
C) Apo protein C
D) Lipoprotein lipase

Choose the best option.",A
"Question: Relining of complete denture is not indicated when

A) Denture contains broken teeth
B) There is excessive resorption of the ridge
C) Vertical dimension is excessively reduced and has to be changed
D) Centric relation does not coincide with centric occlusion

Choose the best option.",C
"Question: Which of the following condition is necessary prerequisite for this change?

A) Rupture of membranes
B) Scanty liquor amnii
C) Adequate liquor amnii
D) Air inside the uterine cavity

Choose the best option.",C
"Question: Which of the following vitamin reduces the risk of insulin resistance, obesity, and the metabolic syndrome?

A) Vitamin A
B) Vitamin C
C) Vitamin D
D) Vitamin B12

Choose the best option.",C
"Question: Antiboiotic Prophylaxis for infective endocarditis is indicated in:

A) Isolated secundum ASD
B) Mitral valve prolapse without regurgitation
C) Prior coronary aery bypass graft
D) Coarctation of aoa

Choose the best option.",D
"Question: Adder Head"" appearance is found in:

A) X-ray
B) USG
C) IVP
D) CT

Choose the best option.",C
"Question: Ortolani's test is done for

A) Congenial dislocation of the knee joints
B) Congenital dislocation of the hip joints
C) Congenital dislocation of the shoulder joints
D) Congenital dislocation of the elbow joints

Choose the best option.",B
"Question: Secondary retention for a removable partial denture is provided by

A) The indirect retainer
B) The direct retainer
C) Intimate contact between the denture bases and the underlying tissues
D) Direct and indirect retainers

Choose the best option.",C
"Question: Where does the ""knot"" is put in the neck during judicial hanging?

A) The back of the neck
B) Under angle of jaw
C) Below the chin
D) Choice of hangman

Choose the best option.",B
"Question: Seal finger and whale finger are associated with -

A) Listeria
B) Erysipelothrix
C) Corynebacterium
D) Treponema

Choose the best option.",B
"Question: Which of the following muscle acts as unlocker of knee?

A) Gracilis
B) Popliteus
C) Saorius
D) Biceps femoris

Choose the best option.",B
"Question: A 60 yr old chronic smoker presents with painless gross hematuria of 1 day duration. Which is the investigation of choice to know the cause of hematuria?

A) USG
B) X-ray KUB
C) Urine routine
D) Urine microscopy for malignant cytology cells

Choose the best option.",D
"Question: The most sensitive method for detecting cervical Chlamydia trachomatis infection is:

A) Direct fluorescent antibody test
B) Enzyme immunoassay
C) Polymerase chain reaction
D) Culture on irradiated McConkey cells

Choose the best option.",C
"Question: A labourer involved with repair-work of sewers was admitted with fever, jaundice and renal failure. The most appropriate test to diagnose the infection in this patient is -

A) Weil Felix test
B) Paul Bunnell test
C) Microscopic agglutination test
D) Microimmunofluorescence test

Choose the best option.",C
"Question: Congenital hydrocele is best treated by

A) Eversion of sac
B) Excision of sac
C) Lord's procedure
D) Herniotomy

Choose the best option.",D
"Question: Vaccine administered by following route is

A) Typhoral live
B) H1n1 killed
C) H1n1 live
D) Yellow fever live

Choose the best option.",C
"Question: A 40-year old diabetic patient presents with proptosis of one eye and black eschar over palate. The likely organism is :

A) Pseudomonas
B) Candida
C) E. coli
D) Mucor

Choose the best option.",D
"Question: Coloured urine is not seen in :

A) Quinine
B) Rifampcin
C) Nitrofurantoin
D) Pyridium

Choose the best option.",A
"Question: Schizophrenia is treated by

A) Anti depressants
B) Anti psychotics
C) Anti epileptics
D) Mood stabilizers

Choose the best option.",B
"Question: Fries test is used in the diagnosis of:

A) Gonorrhoea
B) Herpes
C) Chanchroid
D) Granuloma venereum

Choose the best option.",D
"Question: Grave's ophthalmopathy mostly presents as September 2010

A) Proptosis
B) Ptosis
C) Reduced intraocular tension
D) Increased power of convergence

Choose the best option.",A
"Question: Earliest lesion seen in atherosclerosis is:

A) Fatty streaks
B) Intimal thickening
C) Fibrinoid necrosis
D) Plaque

Choose the best option.",A
"Question: Flipped LDH indicating Myocardial Infarction is represented by:

A) LDH-1> LDH-2
B) LDH-2 > LDH-1
C) LDH-4 > LDH-5
D) LDH-5 > LDH-4

Choose the best option.",A
"Question: Dimension stability of hydrocollids may be achieved by

A) optimizing w:p
B) using cold water
C) prolonged manipulation
D) using humidor

Choose the best option.",D
"Question: Which of the following ultrasound finding has the highest association with aneuploidy?

A) Choroid plexus cyst
B) Nuchal translucency
C) Cystic hygroma
D) Single umbilical aery

Choose the best option.",C
"Question: Which of the following is not a component of transpo system?

A) Receptor activation
B) Selective gate
C) Non-selective channel
D) Energy coupling system

Choose the best option.",A
"Question: To feel comfoable and cool in a factory the conrrected effective temperature ( in degree Farenheit) should be -

A) Less tha 69
B) Between 69 and 76
C) Between 77 and 80
D) Between 81 and 82

Choose the best option.",B
"Question: Test used for factor VIII deficiency identification is-

A) PT
B) APTT
C) D dimer
D) FDP

Choose the best option.",B
"Question: Headache, apathy and deteriorating level of consciousness occurring weeks after head injury suggests;

A) Chronic subdral haematoma.
B) Pontine hemorrhage
C) Continuing cerebral.
D) Depressed skull fracture.

Choose the best option.",A
"Question: A 27-year female wearing high heels stumbled and sustained inversion injury at ankle. Which ligament is most likely to be injured in the given case?

A) A
B) B
C) C
D) D

Choose the best option.",A
"Question: Asymmetric tonic neck reflex (ATNR) disappears at ______

A) 6 months
B) 5 months
C) 9 months
D) 8 months

Choose the best option.",A
"Question: Ligament teres is a remnant of ?

A) Ductus aeriosus
B) Umbilical aery
C) Umbilical vein
D) Ductus venosus

Choose the best option.",C
"Question: Sho structured primi gravida has height less then

A) 140 cm
B) 145 cm
C) 150 cm
D) 135 cm

Choose the best option.",A
"Question: Which of the following is the most specific and sensitive screening test for renovascular hypeension?

A) HRCT
B) CT Angiography
C) Captopril enhanced radionucleotide scan
D) Doppler ultrasound of renal aeries

Choose the best option.",B
"Question: Role of egg lecithin in propofol formulation is?

A) Acts as emulsifying agent
B) Acts as preservative
C) Acts as carrier vehicle
D) Acts as antibacterial

Choose the best option.",A
"Question: A 63 year old man presents with a triad of angina, syncope and congestive hea failure. Which of the following valvular hea lesion can be suspected-

A) antral stenosis
B) Tricuspid regurgitation
C) Aoic stenosis
D) Aoic regurgitation

Choose the best option.",C
"Question: Generalised thickening of cortical and cancellous bones is seen in

A) Osteopetrosis
B) Pagets disease
C) Osteogenesis imperfecta
D) Infantile hyperostosis

Choose the best option.",D
"Question: An athelete presented with red coloured urine after 2 days of history of severe exeion. The most probable cause is?

A) Hemoglobinuria
B) Hemosiderinuria
C) Hematuria
D) Myoglobinuria

Choose the best option.",D
"Question: Which of the following is released from hypothalamus?

A) Orexin
B) Cortisol releasing hormone
C) Neuropeptide
D) Ghrelin

Choose the best option.",B
"Question: Vestibulo-Ocular Reflex Mediated by:

A) Flocculonodular Lobe
B) Vermal portion of Spinocerebel 1 um
C) Neocerebellum
D) Paravermal region of Spinocerebellum

Choose the best option.",A
"Question: Which of the following vitamin enhances intestinal absorption of calcium?

A) Vitamin D
B) Vitamin K
C) Vitamin B1
D) Vitamin B2

Choose the best option.",A
"Question: Which of these is the most impoant indication for Strassmans Metroplasty done for a bicornuate uterus?

A) Infeility
B) Menorrhagia
C) Repeated early pregnancy losses
D) Associated vaginal atresia

Choose the best option.",C
"Question: Best disinfectant of cholera stool is-

A) Bleaching powder
B) Cresol
C) Phenol
D) Lime

Choose the best option.",B
"Question: Black eye is a type of -

A) Patterend abrasion
B) Ectopic abrasion
C) Ectopic bruise
D) Friction abrasion

Choose the best option.",C
"Question: In a patient with a type of familial dyslipidemias he presented with palmar Xanthomas and he ias at increased risk of atherosclerosis and CAD.In Lipid profile there was elevation of triacylglycerols and cholesterol.And the IDL and chylomicrons were elevated.What is the pathophysiology of the condition?

A) LDL deficiency
B) VLDL overproduction
C) Apo C-2 deficiency
D) Apo E deficiency

Choose the best option.",D
"Question: Endolymphatic duct drains into :

A) Subdural space
B) External space
C) Subarachnoid space
D) Succulus

Choose the best option.",A
"Question: Carcinoma of the prostate arise from -

A) Central zone
B) Peripheral zone
C) Transitional zone
D) Periurethral zone

Choose the best option.",B
"Question: A patient with cushinoid features presents with hemoptysis; he shows no response to dexamethasone suppression test; most likely diagnosis here is:

A) Adrenal hyperplasia
B) Adrenal adenoma
C) Ca lung with ectopic ACTH production
D) Pituitary microadenoma

Choose the best option.",C
"Question: Symptomatic treatment is not required in withdrawal of:

A) Cannabis
B) Morphine
C) Alcohol
D) Cocaine

Choose the best option.",A
"Question: Under transplantation of humans organs act, the punishment for the doctor involved is

A) < 1 year
B) < 2 years
C) 2-5 years
D) > 5 years

Choose the best option.",C
"Question: Staphylococcus aureus does not cause which of the following skin infection:

A) Ecthyma gangrenosum
B) Bullous impetigo
C) Botryomycosis
D) Cellulitis

Choose the best option.",A
"Question: Statuary rape is -

A) Less than 15 years
B) Less than 16 years
C) Less than 18 years
D) Less than 20 years

Choose the best option.",C
"Question: A patient on amiodarone is diagnosed to have cornea verticillata. What should be management –

A) Stop the drug
B) Penetrating keratoplasty
C) Lamellar keratoplasty
D) Observation

Choose the best option.",A
"Question: In pontaic fever, which antigen is seen in urine?

A) Lipopolysaccharide-1
B) Lipopolysaccharide-2
C) Lipopolysaccharide-4
D) Lipopolysaccharide-6

Choose the best option.",A
"Question: Mediastinal lymph node calcification is seen in which one of the following-

A) Metastatic neoplasm
B) Lymphoma
C) Sarcoidosis
D) Bronchiectasis

Choose the best option.",C
"Question: ""Candle-wax spots"" in the retina are present in

A) Sarcoidosis
B) Toxoplasmosis
C) Syphilis
D) Tuberculosis

Choose the best option.",A
"Question: The number of doses recommended for oral Ty21a typhoid vaccine is:

A) 14
B) 5
C) 3
D) 1

Choose the best option.",C
"Question: The drug used in petit mal seizures and has a narrow spectrum of antiepileptic activity is

A) Lamotrigine
B) Ethosuximide
C) Phenytoin
D) Primidone

Choose the best option.",B
"Question: Which test is not useful in a patient with history of Syncopal attack?

A) Electrophysiological testing
B) Tilt Table testing
C) PET Scan
D) Holter monitoring

Choose the best option.",C
"Question: Magic syndrome is seen in:

A) Behcet disease
B) Aphthous major
C) Herpetiform
D) Bloom syndrome

Choose the best option.",A
"Question: Acute hemorrhagic conjunctivitis is caused by ?

A) Enterovirus 70
B) Adenovirus
C) Poliovirus
D) Hepadnavirus

Choose the best option.",A
"Question: In a 24 year old man weight of the upper limb is transmitted to the axial skeleton by:

A) Coracoacromial ligament
B) Coracoclavicular ligament
C) Costoclavicular ligament
D) Coracohumeral ligament

Choose the best option.",B
"Question: Primary health care was proposed in 1978 at:

A) Alma ata
B) New York
C) Geneva
D) Delhi

Choose the best option.",A
"Question: Schizophrenia is treated by:

A) Anti depressants
B) Anti psychotics
C) Anti epileptics
D) Mood stabilizers

Choose the best option.",B
"Question: Gene involved in Cowden syndrome is

A) P53
B) PTEN
C) RB
D) Ras

Choose the best option.",B
"Question: Supraventricular crest lies between-

A) Pulmonary orifice and atrioventricular orifice
B) Atrioventricular orifice and fossa ovalis
C) SVC and right atrium
D) Right an dleft coronary artery

Choose the best option.",A
"Question: Which of the following is freely filtered by kidney across glomerular capillariesa)  Albumin (across glomerular capillaries)b) Globulinc) Creatinined) HCO3 e)  Glucose

A) cde
B) acd
C) bde
D) ade

Choose the best option.",A
"Question: Tonsillar fossa is bounded anteriorly by

A) Pharyngobasilar fascia
B) Palatopharyngeal fold
C) Buccopharyngeal fascia
D) Palatoglossal fold

Choose the best option.",D
"Question: Shock causes:

A) Stagnant hypoxia
B) Anemic hypoxia
C) Hypoxic hypoxia
D) Histotoxic hypoxia

Choose the best option.",A
"Question: Calcium silicate based material is:

A) MTA
B) Geristore
C) Dieket
D) Retroplast

Choose the best option.",A
"Question: In Profound MR, IQ is

A) 50-69
B) 35-49
C) 20-34
D) < 20

Choose the best option.",D
"Question: Which of the following iodinated compound is present in a maximum concentration in the thyroid?

A) Monoiodotyrosine (MIT)
B) Diiodotyrosine (DIT)
C) T3
D) Reverse T3

Choose the best option.",B
"Question: Silicosis caused by ?

A) Gold
B) Coal
C) CO
D) Silica

Choose the best option.",D
"Question: One of the constituents of the commonly used metered dose inhalers in bronchial asthma which is an air pollutant & dangerous to earth's stratosphere is -

A) Flurocarbons
B) Salbutamol
C) Ozone
D) Oxygen

Choose the best option.",A
"Question: Budding reproduction in tissue is seen in

A) Cryptococcus, candida
B) Candida, rhizopus
C) Rhizopus, mucor
D) Histoplasma, candida

Choose the best option.",A
"Question: Which of the following drugs can be administered by subcutaneous route?

A) Albuterol
B) Metaproterenol
C) Terbutaline
D) Pirbuterol

Choose the best option.",C
"Question: Bacterial pyogenic parotitis affecting the parotid gland is most common after: March 2008

A) Uveo-parotid fever
B) Mumps
C) Debilitation after major surgery
D) After administration of iodine

Choose the best option.",C
"Question: Patient diagnosed as squamous cell intraepithelial lesion which of the following has the highest risk for progression to carcinoma;

A) Low grade squamous intraepithelial neoplasia
B) High grade squamous intraepithelial neoplasia
C) Squamous intraepithelial associated with HPV 16
D) Squamous intraepithelial neoplasia associated with HIV

Choose the best option.",B
"Question: You are the medical officer in charge of the immunisation programme at a sub-centre and you are informed by the local ASHA worker that one of the children who was immunised has has been dizzy. On fuher investigation it was confirmed that the symptoms were due to anxiety of pain of the injection and not as a result of the vaccine. You would consider the incidence as:

A) Vaccine reaction
B) Injection reaction
C) Programme error
D) Coincidental

Choose the best option.",B
"Question: Bicipital aponeurosis lies over which structure in cubital fossa:-

A) Median cubital vein
B) Radial nerve
C) Brachial aery
D) Anterior interosseous aery

Choose the best option.",C
"Question: Postponing paying attention of conscious impulse or conflict is a mature defence mechanism known as -

A) Sublimation
B) Suppression
C) Humor
D) Anticipation

Choose the best option.",B
"Question: The commonest site of perforation during colonoscopy is -

A) Caecum
B) Hepatic flexure
C) Splenic flexure
D) Sigmoid colon

Choose the best option.",D
"Question: After an incised wound ,new collagen fibrils are seen along with a thick layer of growing epithelium.The approximate age of the wound is

A) 4-5days
B) About 1week
C) 12-24hrs
D) 24-48 hrs

Choose the best option.",A
"Question: Trendlenburg's test done for varicose veins is for detection of:

A) Perforator in competency
B) Deep veins patency
C) Saphenofemoral incompetency
D) Site of perforators

Choose the best option.",C
"Question: Arrange the following 4 enzymes of gluconeogenesis in sequence: A. Pyruvate carboxylase B. Glucose - 6 - phosphatase C. Phosphoenol pyruvate carboxy kinase D. Fructose 1,6 Bisphosphatase

A) D-C-A-B
B) A-C-D-B
C) B-A-D-C
D) C-D-B-A

Choose the best option.",B
"Question: Specific poison for succinate dehydrogenase is ?

A) Cyanide
B) Malonate
C) Arsenite
D) Fluoride

Choose the best option.",B
"Question: Most common widespread zoonotic disease in the world is -

A) Rabies
B) Leptospirosis
C) Brucella
D) Anthrax

Choose the best option.",B
"Question: Blood stained sputum may be the only symptom in?

A) Bronchiectasis
B) Carcinoma bronchus
C) Adenoma bronchus
D) Pulmonary T.B.

Choose the best option.",C
"Question: Inherited hyperammonemia is a result of deficiency of which enzyme of Krebs-Henseleit urea cycle?

A) Malate dehydrogenase
B) Isocitrate dehydrogenase
C) N-acetyl glutamate synthetase
D) Succinate dehydrogenase

Choose the best option.",C
"Question: Punishment for infanticide comes under -

A) IPC102
B) IPC324
C) IPC302
D) IPC300

Choose the best option.",C
"Question: Carotid artery stenosis screening invivo choice is -

A) USG
B) CT
C) MRI
D) Doppler

Choose the best option.",D
