prompt,answer
"Question: Which of these is the most impoant indication for Strassmans Metroplasty done for a bicornuate uterus?

A) Repeated early pregnancy losses
B) Associated vaginal atresia
C) Infeility
D) Menorrhagia

Choose the best option.",A
"Question: Best disinfectant of cholera stool is-

A) Cresol
B) Bleaching powder
C) Phenol
D) Lime

Choose the best option.",A
"Question: Black eye is a type of -

A) Ectopic bruise
B) Patterend abrasion
C) Friction abrasion
D) Ectopic abrasion

Choose the best option.",A
"Question: In a patient with a type of familial dyslipidemias he presented with palmar Xanthomas and he ias at increased risk of atherosclerosis and CAD.In Lipid profile there was elevation of triacylglycerols and cholesterol.And the IDL and chylomicrons were elevated.What is the pathophysiology of the condition?

A) Apo E deficiency
B) VLDL overproduction
C) Apo C-2 deficiency
D) LDL deficiency

Choose the best option.",A
"Question: Endolymphatic duct drains into :

A) External space
B) Succulus
C) Subarachnoid space
D) Subdural space

Choose the best option.",D
"Question: Carcinoma of the prostate arise from -

A) Periurethral zone
B) Central zone
C) Peripheral zone
D) Transitional zone

Choose the best option.",C
"Question: A patient with cushinoid features presents with hemoptysis; he shows no response to dexamethasone suppression test; most likely diagnosis here is:

A) Pituitary microadenoma
B) Ca lung with ectopic ACTH production
C) Adrenal hyperplasia
D) Adrenal adenoma

Choose the best option.",B
"Question: Symptomatic treatment is not required in withdrawal of:

A) Cannabis
B) Cocaine
C) Morphine
D) Alcohol

Choose the best option.",A
"Question: Under transplantation of humans organs act, the punishment for the doctor involved is

A) < 2 years
B) < 1 year
C) 2-5 years
D) > 5 years

Choose the best option.",C
"Question: Staphylococcus aureus does not cause which of the following skin infection:

A) Bullous impetigo
B) Botryomycosis
C) Cellulitis
D) Ecthyma gangrenosum

Choose the best option.",D
"Question: Statuary rape is -

A) Less than 15 years
B) Less than 20 years
C) Less than 18 years
D) Less than 16 years

Choose the best option.",C
"Question: A patient on amiodarone is diagnosed to have cornea verticillata. What should be management –

A) Stop the drug
B) Penetrating keratoplasty
C) Lamellar keratoplasty
D) Observation

Choose the best option.",A
"Question: In pontaic fever, which antigen is seen in urine?

A) Lipopolysaccharide-6
B) Lipopolysaccharide-2
C) Lipopolysaccharide-4
D) Lipopolysaccharide-1

Choose the best option.",D
"Question: Mediastinal lymph node calcification is seen in which one of the following-

A) Lymphoma
B) Metastatic neoplasm
C) Bronchiectasis
D) Sarcoidosis

Choose the best option.",D
"Question: ""Candle-wax spots"" in the retina are present in

A) Syphilis
B) Sarcoidosis
C) Tuberculosis
D) Toxoplasmosis

Choose the best option.",B
"Question: The number of doses recommended for oral Ty21a typhoid vaccine is:

A) 1
B) 5
C) 14
D) 3

Choose the best option.",D
"Question: The drug used in petit mal seizures and has a narrow spectrum of antiepileptic activity is

A) Primidone
B) Ethosuximide
C) Lamotrigine
D) Phenytoin

Choose the best option.",B
"Question: Which test is not useful in a patient with history of Syncopal attack?

A) Tilt Table testing
B) Electrophysiological testing
C) PET Scan
D) Holter monitoring

Choose the best option.",C
"Question: Magic syndrome is seen in:

A) Bloom syndrome
B) Herpetiform
C) Aphthous major
D) Behcet disease

Choose the best option.",D
"Question: Acute hemorrhagic conjunctivitis is caused by ?

A) Enterovirus 70
B) Adenovirus
C) Poliovirus
D) Hepadnavirus

Choose the best option.",A
"Question: In a 24 year old man weight of the upper limb is transmitted to the axial skeleton by:

A) Coracoclavicular ligament
B) Coracoacromial ligament
C) Coracohumeral ligament
D) Costoclavicular ligament

Choose the best option.",A
"Question: Primary health care was proposed in 1978 at:

A) Geneva
B) New York
C) Alma ata
D) Delhi

Choose the best option.",C
"Question: Schizophrenia is treated by:

A) Anti psychotics
B) Anti depressants
C) Anti epileptics
D) Mood stabilizers

Choose the best option.",A
"Question: Gene involved in Cowden syndrome is

A) RB
B) Ras
C) PTEN
D) P53

Choose the best option.",C
"Question: Supraventricular crest lies between-

A) Right an dleft coronary artery
B) SVC and right atrium
C) Pulmonary orifice and atrioventricular orifice
D) Atrioventricular orifice and fossa ovalis

Choose the best option.",C
"Question: Which of the following is freely filtered by kidney across glomerular capillariesa)  Albumin (across glomerular capillaries)b) Globulinc) Creatinined) HCO3 e)  Glucose

A) bde
B) acd
C) ade
D) cde

Choose the best option.",D
"Question: Tonsillar fossa is bounded anteriorly by

A) Buccopharyngeal fascia
B) Palatopharyngeal fold
C) Palatoglossal fold
D) Pharyngobasilar fascia

Choose the best option.",C
"Question: Shock causes:

A) Hypoxic hypoxia
B) Stagnant hypoxia
C) Anemic hypoxia
D) Histotoxic hypoxia

Choose the best option.",B
"Question: Calcium silicate based material is:

A) Dieket
B) MTA
C) Geristore
D) Retroplast

Choose the best option.",B
"Question: In Profound MR, IQ is

A) 35-49
B) 50-69
C) 20-34
D) < 20

Choose the best option.",D
"Question: Which of the following iodinated compound is present in a maximum concentration in the thyroid?

A) Monoiodotyrosine (MIT)
B) Reverse T3
C) Diiodotyrosine (DIT)
D) T3

Choose the best option.",C
"Question: Silicosis caused by ?

A) Coal
B) Silica
C) Gold
D) CO

Choose the best option.",B
"Question: One of the constituents of the commonly used metered dose inhalers in bronchial asthma which is an air pollutant & dangerous to earth's stratosphere is -

A) Oxygen
B) Ozone
C) Flurocarbons
D) Salbutamol

Choose the best option.",C
"Question: Budding reproduction in tissue is seen in

A) Histoplasma, candida
B) Candida, rhizopus
C) Rhizopus, mucor
D) Cryptococcus, candida

Choose the best option.",D
"Question: Which of the following drugs can be administered by subcutaneous route?

A) Albuterol
B) Pirbuterol
C) Metaproterenol
D) Terbutaline

Choose the best option.",D
"Question: Bacterial pyogenic parotitis affecting the parotid gland is most common after: March 2008

A) Mumps
B) Debilitation after major surgery
C) After administration of iodine
D) Uveo-parotid fever

Choose the best option.",B
"Question: Patient diagnosed as squamous cell intraepithelial lesion which of the following has the highest risk for progression to carcinoma;

A) Squamous intraepithelial neoplasia associated with HIV
B) Low grade squamous intraepithelial neoplasia
C) High grade squamous intraepithelial neoplasia
D) Squamous intraepithelial associated with HPV 16

Choose the best option.",C
"Question: You are the medical officer in charge of the immunisation programme at a sub-centre and you are informed by the local ASHA worker that one of the children who was immunised has has been dizzy. On fuher investigation it was confirmed that the symptoms were due to anxiety of pain of the injection and not as a result of the vaccine. You would consider the incidence as:

A) Programme error
B) Injection reaction
C) Coincidental
D) Vaccine reaction

Choose the best option.",B
"Question: Bicipital aponeurosis lies over which structure in cubital fossa:-

A) Radial nerve
B) Brachial aery
C) Anterior interosseous aery
D) Median cubital vein

Choose the best option.",B
"Question: Postponing paying attention of conscious impulse or conflict is a mature defence mechanism known as -

A) Sublimation
B) Humor
C) Suppression
D) Anticipation

Choose the best option.",C
"Question: The commonest site of perforation during colonoscopy is -

A) Splenic flexure
B) Caecum
C) Sigmoid colon
D) Hepatic flexure

Choose the best option.",C
"Question: After an incised wound ,new collagen fibrils are seen along with a thick layer of growing epithelium.The approximate age of the wound is

A) 24-48 hrs
B) 12-24hrs
C) About 1week
D) 4-5days

Choose the best option.",D
"Question: Trendlenburg's test done for varicose veins is for detection of:

A) Deep veins patency
B) Saphenofemoral incompetency
C) Perforator in competency
D) Site of perforators

Choose the best option.",B
"Question: Arrange the following 4 enzymes of gluconeogenesis in sequence: A. Pyruvate carboxylase B. Glucose - 6 - phosphatase C. Phosphoenol pyruvate carboxy kinase D. Fructose 1,6 Bisphosphatase

A) D-C-A-B
B) B-A-D-C
C) A-C-D-B
D) C-D-B-A

Choose the best option.",C
"Question: Specific poison for succinate dehydrogenase is ?

A) Cyanide
B) Fluoride
C) Malonate
D) Arsenite

Choose the best option.",C
"Question: Most common widespread zoonotic disease in the world is -

A) Anthrax
B) Brucella
C) Rabies
D) Leptospirosis

Choose the best option.",D
"Question: Blood stained sputum may be the only symptom in?

A) Adenoma bronchus
B) Carcinoma bronchus
C) Bronchiectasis
D) Pulmonary T.B.

Choose the best option.",A
"Question: Inherited hyperammonemia is a result of deficiency of which enzyme of Krebs-Henseleit urea cycle?

A) Isocitrate dehydrogenase
B) Succinate dehydrogenase
C) N-acetyl glutamate synthetase
D) Malate dehydrogenase

Choose the best option.",C
"Question: Punishment for infanticide comes under -

A) IPC324
B) IPC102
C) IPC302
D) IPC300

Choose the best option.",C
"Question: Carotid artery stenosis screening invivo choice is -

A) Doppler
B) CT
C) MRI
D) USG

Choose the best option.",A
